branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,0,0.0,0.0,0.0
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,0,0.0,0.0,0.0
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,101,-1.8004401042640695e-05,-0.14194669782017924,0.0060882800608828
hourly,4,0.55,0.45,0,0.0,0.0,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,5,-4.210039036592765e-05,-0.013851028430390199,0.0060790273556231
daily,1,0.55,0.45,0,0.0,0.0,0.0
daily,1,0.58,0.42,0,0.0,0.0,0.0
daily,3,0.52,0.48,233,0.0016408477302126275,0.5398389032399544,0.3829787234042553
daily,3,0.55,0.45,44,-0.0004724017670339037,-0.1554201813541543,0.04559270516717325
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,222,-0.004095440031971888,-1.3473997705187513,0.2857142857142857
daily,7,0.55,0.45,16,-0.0011290194524382722,-0.37144739985219155,0.0121580547112462
daily,7,0.58,0.42,0,0.0,0.0,0.0
