branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,77,6.255740033949923e-06,0.04932025442766119,0.005580923389142567
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,388,-3.686221110169658e-05,-0.29062167232577585,0.02371892440385591
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,7010,-0.0007463641241338046,-5.884334754670915,0.43505834601725013
hourly,4,0.55,0.45,3040,-0.00047355398898892654,-3.7334996491886967,0.1854388635210553
hourly,4,0.58,0.42,75,-5.193786020213674e-05,-0.4094780898336461,0.004185692541856925
daily,1,0.52,0.48,253,-0.0009277547739382342,-0.30523132062567904,0.3738601823708207
daily,1,0.55,0.45,32,-0.0003989289227116009,-0.1312476155721167,0.0425531914893617
daily,1,0.58,0.42,0,0.0,0.0,0.0
daily,3,0.52,0.48,39,-0.0002529829690989885,-0.08323139683356721,0.057750759878419454
daily,3,0.55,0.45,9,-0.00011483448094252858,-0.0377805442300919,0.0121580547112462
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,328,-0.003927786561054271,-1.292241778586855,0.4194528875379939
daily,7,0.55,0.45,92,-0.001476631639069526,-0.485811809253874,0.1094224924012158
daily,7,0.58,0.42,29,-0.0010423889899235472,-0.342945977684847,0.0182370820668693
