market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
us_equity,us_equity:a,Agilent Technologies,Watch,Monitor/Reduce,predicted_change_non_positive,-0.019778685840437515,Short,0.3103971027438829,-0.3103971027438829,0.017778685840437514,2.2841167718626965,short_signal,0.0,0.0,0.0,0.0,0.0,low,False,True,nan,1,True
us_equity,us_equity:aapl,Apple Inc.,Active,Keep/Open,,0.007530660522500954,Long,0.1945223422194856,0.1945223422194856,0.005530660522500954,1.5436626584352413,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:abbv,AbbVie,Active,Keep/Open,,0.008322797536234106,Long,0.1842584725111324,0.1842584725111324,0.0063227975362341055,1.400847361830795,long_signal,,,,,,low,False,True,nan,2,True
us_equity,us_equity:abnb,Airbnb,Watch,Monitor/Reduce,predicted_change_non_positive,-0.02698282010509745,Short,0.279187118367116,-0.279187118367116,0.024982820105097447,2.9648361759724393,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abt,Abbott Laboratories,Watch,Monitor/Reduce,,0.008572436694524344,Long,0.14300737211998332,0.14300737211998332,0.0065724366945243435,0.7363100748645682,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:acgl,Arch Capital Group,Watch,Monitor/Reduce,predicted_change_non_positive,-0.01241412852401469,Short,0.20479239569734875,-0.20479239569734875,0.01041412852401469,1.0025681530068942,short_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:acn,Accenture,Watch,Monitor/Reduce,predicted_change_non_positive,-0.027396338826665034,Short,0.23676201224247923,-0.23676201224247923,0.025396338826665033,5.839126176524739,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adbe,Adobe Inc.,Watch,Monitor/Reduce,predicted_change_non_positive,-0.04013899688687039,Short,0.31653473159600043,-0.31653473159600043,0.03813899688687039,9.828038107777632,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adi,Analog Devices,Active,Keep/Open,,0.022992182752247903,Long,0.35431459965561835,0.35431459965561835,0.0209921827522479,7.011389039250799,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:adm,Archer Daniels Midland,Active,Keep/Open,,0.017210247098035314,Long,0.29525395355813966,0.29525395355813966,0.015210247098035314,1.0558953256948171,long_signal,,,,,,low,False,True,nan,2,True
