branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,0,0.0,0.0,0.0
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,0,0.0,0.0,0.0
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,760,-7.879646398908363e-05,-0.6212313220899354,0.047691527143581935
hourly,4,0.55,0.45,0,0.0,0.0,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,307,0.0002880564270460305,0.09477056449814403,0.47112462006079026
daily,1,0.55,0.45,251,-0.00014330865367225107,-0.047148547058170606,0.3708206686930091
daily,1,0.58,0.42,178,-0.00037128054958008075,-0.12215130081184657,0.2613981762917933
daily,3,0.52,0.48,282,-7.198308403529831e-05,-0.023682434647613146,0.44680851063829785
daily,3,0.55,0.45,236,-5.8306252633900826e-05,-0.019182757116553373,0.3768996960486322
daily,3,0.58,0.42,204,0.00018780551046564248,0.06178801294319637,0.3373860182370821
daily,7,0.52,0.48,328,0.004865767802069468,1.600837606880855,0.5987841945288754
daily,7,0.55,0.45,328,0.004865767802069468,1.600837606880855,0.5987841945288754
daily,7,0.58,0.42,325,0.004692230701427293,1.5437439007695795,0.5927051671732523
