market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
cn_equity,cn_equity:000001.sz,平安银行,Retired,Remove,missing_rate_too_high,0.0022347002682785444,Flat,0.0,0.0,0.00023470026827854436,0.002598131969843486,probability_neutral,,,,,,low,False,True,nan,1,False
cn_equity,cn_equity:000002.sz,万科A,Retired,Remove,missing_rate_too_high,0.0020970992478779316,Flat,0.0,0.0,9.709924787793152e-05,0.0004748153221230851,probability_neutral,,,,,,low,False,True,nan,2,False
cn_equity,cn_equity:000063.sz,中兴通讯,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,-0.001345436425749913,Flat,0.0,0.0,-0.003345436425749913,-0.12495204539702838,probability_neutral,,,,,,low,False,True,nan,1,False
cn_equity,cn_equity:000100.sz,TCL科技,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,-0.01831473949373974,Flat,0.0,0.0,-0.020314739493739742,-0.09588557041045158,short_disallowed,,,,,,low,False,True,nan,2,False
cn_equity,cn_equity:000157.sz,中联重科,Retired,Remove,missing_rate_too_high,0.019689403541339745,Long,0.16095176953230209,0.16095176953230209,0.017689403541339743,0.1724716845280625,long_signal,,,,,,low,False,True,nan,3,False
cn_equity,cn_equity:000166.sz,申万宏源,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,-0.0016800903435056913,Flat,0.0,0.0,-0.0036800903435056913,-0.018731660409981192,short_disallowed,,,,,,low,False,True,nan,1,False
cn_equity,cn_equity:000301.sz,东方盛虹,Retired,Remove,missing_rate_too_high,0.026759135267338863,Long,0.15909565579419632,0.15909565579419632,0.02475913526733886,0.32682058552887294,long_signal,,,,,,low,False,True,nan,3,False
cn_equity,cn_equity:000333.sz,美的集团,Retired,Remove,missing_rate_too_high,0.001274404627197967,Flat,0.0,0.0,-0.000725595372802033,-0.057822695258594015,probability_neutral,,,,,,low,False,True,nan,3,False
cn_equity,cn_equity:000338.sz,潍柴动力,Retired,Remove,missing_rate_too_high,0.03003311103510975,Long,0.17443411680573204,0.17443411680573204,0.028033111035109748,0.7280198935818001,long_signal,,,,,,low,False,True,nan,3,False
cn_equity,cn_equity:000408.sz,藏格矿业,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,-0.010635609577856364,Flat,0.0,0.0,-0.012635609577856364,-1.0720050703123496,short_disallowed,,,,,,low,False,True,nan,2,False
