market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
crypto,crypto:btcusdt,Bitcoin,Retired,Remove,prediction_unavailable;history_too_short;missing_rate_too_high;liquidity_insufficient;risk_factor_missing;behavior_factor_missing,,Flat,0.0,0.0,0.0,,insufficient_inputs,,,,,,low,False,True,nan,0,False
crypto,crypto:ethusdt,Ethereum,Retired,Remove,prediction_unavailable;history_too_short;missing_rate_too_high;liquidity_insufficient;risk_factor_missing;behavior_factor_missing,,Flat,0.0,0.0,0.0,,insufficient_inputs,,,,,,low,False,True,nan,0,False
crypto,crypto:solusdt,Solana,Retired,Remove,prediction_unavailable;history_too_short;missing_rate_too_high;liquidity_insufficient;risk_factor_missing;behavior_factor_missing,,Flat,0.0,0.0,0.0,,insufficient_inputs,,,,,,low,False,True,nan,0,False
