task_id,tier,group_key,run_index,total_runs,seed,market,symbol,provider,status,error,auc,brier,coverage,signal_flip_rate,net_return,max_drawdown
core_symbol_BTCUSDT_001,core_symbol,core_symbol::BTCUSDT,1,50,42,crypto,BTCUSDT,binance,success,,0.5528912602391624,0.2507875268290978,0.7559397486368996,0.1685059475242365,0.015447553887820667,-0.0005124770819687333
core_symbol_BTCUSDT_002,core_symbol,core_symbol::BTCUSDT,2,50,59,crypto,BTCUSDT,binance,success,,0.538585155050855,0.25186538900914196,0.772743451119346,0.15405629779859592,0.014670326104060834,-0.0023396243503304667
core_symbol_BTCUSDT_003,core_symbol,core_symbol::BTCUSDT,3,50,76,crypto,BTCUSDT,binance,success,,0.5407426248068599,0.2536515556016339,0.718782450529682,0.14983218794949657,0.11254466868956554,-0.010622754064217468
core_symbol_BTCUSDT_004,core_symbol,core_symbol::BTCUSDT,4,50,93,crypto,BTCUSDT,binance,success,,0.547935362150155,0.2500583087488941,0.7216330333123175,0.22556046125582455,-1.1383908614418884e-05,-1.1383908614418884e-05
core_symbol_BTCUSDT_005,core_symbol,core_symbol::BTCUSDT,5,50,110,crypto,BTCUSDT,binance,success,,0.5626251107340688,0.25208804539840163,0.7674934736621926,0.28542718871655726,0.16265660749387031,-0.0068018225446161
core_symbol_BTCUSDT_006,core_symbol,core_symbol::BTCUSDT,6,50,127,crypto,BTCUSDT,binance,success,,0.5292725487520036,0.25641687365384636,0.6980128566217935,0.08825473239395436,0.02090080501670132,-0.009072164557836533
core_symbol_BTCUSDT_007,core_symbol,core_symbol::BTCUSDT,7,50,144,crypto,BTCUSDT,binance,success,,0.533560768515845,0.2528514002503923,0.6991653164157984,0.2854711369882273,0.09876765389889791,-0.009905572419517982
core_symbol_BTCUSDT_008,core_symbol,core_symbol::BTCUSDT,8,50,161,crypto,BTCUSDT,binance,success,,0.5258031274133041,0.2523463300309604,0.7356804421309757,0.1702553165517277,1.2408118433783318e-05,-0.00326231553507425
core_symbol_BTCUSDT_009,core_symbol,core_symbol::BTCUSDT,9,50,178,crypto,BTCUSDT,binance,success,,0.5098344708624575,0.25449335163506653,0.7297021037192248,0.10696591246375488,0.3132445235459814,-0.0032367117515319332
core_symbol_BTCUSDT_010,core_symbol,core_symbol::BTCUSDT,10,50,195,crypto,BTCUSDT,binance,success,,0.5512921726687741,0.2492696437883203,0.7189945384628763,0.21233024150795718,0.10972575442070243,-0.003334252941297916
core_symbol_BTCUSDT_011,core_symbol,core_symbol::BTCUSDT,11,50,212,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_012,core_symbol,core_symbol::BTCUSDT,12,50,229,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_013,core_symbol,core_symbol::BTCUSDT,13,50,246,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_014,core_symbol,core_symbol::BTCUSDT,14,50,263,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_015,core_symbol,core_symbol::BTCUSDT,15,50,280,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_016,core_symbol,core_symbol::BTCUSDT,16,50,297,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_017,core_symbol,core_symbol::BTCUSDT,17,50,314,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_018,core_symbol,core_symbol::BTCUSDT,18,50,331,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_019,core_symbol,core_symbol::BTCUSDT,19,50,348,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_020,core_symbol,core_symbol::BTCUSDT,20,50,365,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_021,core_symbol,core_symbol::BTCUSDT,21,50,382,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_022,core_symbol,core_symbol::BTCUSDT,22,50,399,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_023,core_symbol,core_symbol::BTCUSDT,23,50,416,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_024,core_symbol,core_symbol::BTCUSDT,24,50,433,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_025,core_symbol,core_symbol::BTCUSDT,25,50,450,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_026,core_symbol,core_symbol::BTCUSDT,26,50,467,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_027,core_symbol,core_symbol::BTCUSDT,27,50,484,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_028,core_symbol,core_symbol::BTCUSDT,28,50,501,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_029,core_symbol,core_symbol::BTCUSDT,29,50,518,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_030,core_symbol,core_symbol::BTCUSDT,30,50,535,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_031,core_symbol,core_symbol::BTCUSDT,31,50,552,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_032,core_symbol,core_symbol::BTCUSDT,32,50,569,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_033,core_symbol,core_symbol::BTCUSDT,33,50,586,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
core_symbol_BTCUSDT_034,core_symbol,core_symbol::BTCUSDT,34,50,603,crypto,BTCUSDT,binance,skipped_early_stop,,,,,,,
