task_id,tier,group_key,run_index,total_runs,seed,market,symbol,provider,pools,pipeline
core_symbol_SOLUSDT_038,core_symbol,core_symbol::SOLUSDT,38,50,671,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_039,core_symbol,core_symbol::SOLUSDT,39,50,688,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_040,core_symbol,core_symbol::SOLUSDT,40,50,705,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_041,core_symbol,core_symbol::SOLUSDT,41,50,722,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_042,core_symbol,core_symbol::SOLUSDT,42,50,739,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_043,core_symbol,core_symbol::SOLUSDT,43,50,756,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_044,core_symbol,core_symbol::SOLUSDT,44,50,773,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_045,core_symbol,core_symbol::SOLUSDT,45,50,790,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_046,core_symbol,core_symbol::SOLUSDT,46,50,807,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_047,core_symbol,core_symbol::SOLUSDT,47,50,824,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_048,core_symbol,core_symbol::SOLUSDT,48,50,841,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_049,core_symbol,core_symbol::SOLUSDT,49,50,858,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
core_symbol_SOLUSDT_050,core_symbol,core_symbol::SOLUSDT,50,50,875,crypto,SOLUSDT,binance,['top3'],"['src.ingestion.update_data', 'src.preprocessing.validate_data', 'src.features.build_features', 'src.labels.build_labels', 'src.split.build_folds', 'src.models.train', 'src.models.calibrate', 'src.models.predict', 'src.evaluation.walk_forward', 'src.evaluation.backtest']"
