branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,27,-1.1942765888380101e-05,-0.09415676626398872,0.001141552511415525
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,0,0.0,0.0,0.0
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,118,-2.7977513051378288e-06,-0.022057471289706643,0.00837138508371385
hourly,4,0.55,0.45,0,0.0,0.0,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,328,0.00033528994136834364,0.11031039071018506,0.5227963525835866
daily,1,0.55,0.45,310,3.333209784113462e-05,0.01096626018973329,0.48632218844984804
daily,1,0.58,0.42,248,-0.0003201337833549034,-0.10532401472376322,0.3738601823708207
daily,3,0.52,0.48,315,0.0006386237385212144,0.21010720997347954,0.48328267477203646
daily,3,0.55,0.45,233,-0.0007203134594157195,-0.23698312814777173,0.3495440729483283
daily,3,0.58,0.42,119,-0.0005662646428972748,-0.1863010675132034,0.18541033434650456
daily,7,0.52,0.48,243,0.002344464356586166,0.7713287733168486,0.4133738601823708
daily,7,0.55,0.45,99,-0.0014994270865817572,-0.49331151148539815,0.14285714285714285
daily,7,0.58,0.42,81,-0.0017106078978359521,-0.5627899983880282,0.1033434650455927
