market,pool_key,instrument_id,name,display,symbol,snapshot_symbol,provider,status,recommended_action,alerts,current_price,predicted_price,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,expected_date_market,total_score,liquidity_score,data_quality_score,history_score,coverage_score,factor_support_count,price_source,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes
us_equity,sp500,us_equity:aapl,Apple Inc.,AAPL Apple Inc.,AAPL,AAPL,yahoo,Active,Keep/Open,,278.86,280.75614638368654,0.006799635600970078,Long,0.1782490230233634,0.1782490230233634,0.0047996356009700775,1.3384263836865158,long_signal,2026-02-16 12:10 -0500,82.52968036529681,30.0,16.529680365296812,20.0,16.0,3,eastmoney_quote:105.AAPL,,,,,,low,False,True,nan
us_equity,sp500,us_equity:adi,Analog Devices,ADI Analog Devices,ADI,ADI,yahoo,Active,Keep/Open,,334.895,343.0092518832069,0.024229241652478972,Long,0.35135571230388246,0.35135571230388246,0.02222924165247897,7.4444618832069445,long_signal,2026-02-16 12:10 -0500,75.02968036529681,22.5,16.529680365296812,20.0,16.0,3,eastmoney_quote:105.ADI,,,,,,low,False,True,nan
us_equity,sp500,us_equity:abbv,AbbVie,ABBV AbbVie,ABBV,ABBV,yahoo,Active,Keep/Open,,221.6999969482422,223.60947257699425,0.008612880717350002,Long,0.18965907418326447,0.18965907418326447,0.006612880717350002,1.466075634855585,long_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,2,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:adm,Archer Daniels Midland,ADM Archer Daniels Midland,ADM,ADM,yahoo,Active,Keep/Open,,69.90499877929688,71.32944338238272,0.02037686328531496,Long,0.31660571842336754,0.31660571842336754,0.01837686328531496,1.2846346055272477,long_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,2,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:a,Agilent Technologies,A Agilent Technologies,A,A,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,128.5800018310547,126.08256057928877,-0.01942324790947958,Short,0.30794674014311263,-0.30794674014311263,0.017423247909479578,2.2402812481038037,short_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,0.0,0.0,0.0,0.0,0.0,low,False,True,nan
us_equity,sp500,us_equity:abt,Abbott Laboratories,ABT Abbott Laboratories,ABT,ABT,yahoo,Watch,Monitor/Reduce,,112.41500091552734,113.55029961134323,0.010099174367920849,Long,0.16306973533597785,0.16306973533597785,0.008099174367920849,0.9104686939848379,long_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:acgl,Arch Capital Group,ACGL Arch Capital Group,ACGL,ACGL,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,97.05500030517578,96.29257644817928,-0.00785558554014909,Short,0.16790475241299097,-0.16790475241299097,0.00585558554014909,0.5683138563861528,short_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,3,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:acn,Accenture,ACN Accenture,ACN,ACN,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,230.56500244140625,224.51667434203827,-0.026232637370474543,Short,0.23506493698496564,-0.23506493698496564,0.02423263737047454,5.587198094485175,short_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:adbe,Adobe Inc.,ADBE Adobe Inc.,ADBE,ADBE,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,258.065,247.8270744866067,-0.03967188697961088,Short,0.3031200132465761,-0.3031200132465761,0.03767188697961088,9.721795513393282,short_signal,2026-02-16 12:10 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,eastmoney_quote:105.ADBE,,,,,,low,False,True,nan
us_equity,sp500,us_equity:abnb,Airbnb,ABNB Airbnb,ABNB,ABNB,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,119.03,115.98380185085777,-0.025591852046897623,Short,0.2565452322056774,-0.2565452322056774,0.02359185204689762,2.808138149142224,short_signal,2026-02-16 12:10 -0500,60.02968036529681,7.5,16.529680365296812,20.0,16.0,1,eastmoney_quote:105.ABNB,,,,,,low,False,True,nan
