symbol,name,display,market,pool_key,provider,snapshot_symbol,instrument_id,name_snap,market_snap,symbol_snap,provider_snap,timezone,horizon_label,current_price,predicted_price,predicted_change_pct,predicted_change_abs,expected_date_market,expected_date_utc,model_base_price,q10_change_pct,q50_change_pct,q90_change_pct,price_source,prediction_method,size_factor,value_factor,growth_factor,momentum_factor,reversal_factor,low_vol_factor,size_factor_source,value_factor_source,growth_factor_source,market_cap_usd,history_bars,history_missing_rate,generated_at_utc,prediction_available,risk_factors_available,behavior_factors_available,factors_available,history_ok,missing_ok,liquidity_ok,hard_filter_pass,liquidity_score,data_quality_score,history_score,coverage_score,total_score_raw,total_score,factor_support_count,signal_pass,status,recommended_action,alerts,news_score_30m,news_count_30m,news_score_120m,news_count_120m,news_score_1440m,news_count_1440m,news_burst_zscore,news_pos_neg_ratio,news_conflict_score,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,timestamp_utc,news_latest_headlines,news_latest_providers,news_last_available_at_utc,market_type,volatility_score,confidence_score,p_up,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_cost_pct,policy_uncertainty_width,policy_p_up_used,policy_prob_strength,policy_confidence_used,policy_risk_scale,policy_allow_short,policy_reason,policy_p_up_source,news_gate_enabled,news_score_2h,news_score_24h,news_score_30m_news,news_count_30m_news,news_score_120m_news,news_count_120m_news,news_score_1440m_news,news_count_1440m_news,news_burst_zscore_news,news_pos_neg_ratio_news,news_conflict_score_news,news_risk_level_news,news_event_risk_news,news_gate_pass_news,news_reason_codes_news,timestamp_utc_news,news_latest_headlines_news,news_latest_providers_news,news_last_available_at_utc_news
A,Agilent Technologies,A Agilent Technologies,us_equity,sp500,yahoo,A,us_equity:a,Agilent Technologies,us_equity,A,yahoo,America/New_York,3d,128.5800018310547,126.08256057928875,-0.0194232479094795,-2.4974412517659204,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,128.5800018310547,-0.0543127154566727,-0.0194232479094795,0.0154662196377135,yahoo_latest,baseline_momentum_quantile,4.856551292954127,0.1820610411755324,-0.0729631963940411,-0.1212411468368465,0.0330876375233119,-0.0157370652189489,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,nan,2026-02-08 01:00:00+00:00,,,,cash,0.0697789350943862,67.52968036529681,0.0810693281841991,Short,0.30794674014311285,-0.30794674014311285,0.0174232479094795,2.240281248103794,0.002,0.0697789350943862,0.0810693281841991,0.8378613436316018,0.6752968036529681,1.0,True,short_signal,model,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,,2026-02-08 01:00:00+00:00,,,
AAPL,Apple Inc.,AAPL Apple Inc.,us_equity,sp500,yahoo,AAPL,us_equity:aapl,Apple Inc.,us_equity,AAPL,yahoo,America/New_York,3d,278.86,280.75614638368654,0.00679963560097,1.896146383686528,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,278.86,-0.0289158589856959,0.00679963560097,0.0425151301876361,eastmoney_quote:105.AAPL,baseline_momentum_quantile,29.04053937756028,0.0215424386040499,0.0838680901952089,0.0675924932248752,-0.0079750340617199,-0.016109648760822,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,4093982700400.0,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,30.0,16.529680365296812,20.0,16.0,82.52968036529681,82.52968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.071430989173332,82.52968036529681,0.700557587260104,Long,0.17824902302336348,0.17824902302336348,0.00479963560097,1.3384263836864945,0.002,0.071430989173332,0.700557587260104,0.40111517452020795,0.8252968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ABBV,AbbVie,ABBV AbbVie,us_equity,sp500,yahoo,ABBV,us_equity:abbv,AbbVie,us_equity,ABBV,yahoo,America/New_York,3d,221.6999969482422,223.60947257699425,0.00861288071735,1.9094756287520624,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,221.6999969482422,-0.0226684642399147,0.00861288071735,0.0398942256746147,yahoo_latest,baseline_momentum_quantile,5.401325102857007,0.0928063159072529,-0.0628170475300705,0.0043034969342794,-0.0211413399888857,-0.014109603852883,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0625626899145294,67.52968036529681,0.7458519384057036,Long,0.18965907418326447,0.18965907418326447,0.00661288071735,1.4660756348555848,0.002,0.0625626899145294,0.7458519384057036,0.49170387681140726,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ABNB,Airbnb,ABNB Airbnb,us_equity,sp500,yahoo,ABNB,us_equity:abnb,Airbnb,us_equity,ABNB,yahoo,America/New_York,3d,119.03,115.98380185085776,-0.0255918520468976,-3.046198149142228,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,119.03,-0.0737775421560364,-0.0255918520468976,0.0225938380622411,eastmoney_quote:105.ABNB,baseline_momentum_quantile,25.01740190084414,0.117508813160987,-0.0200016490896691,-0.1499964922325828,0.044538985832384,-0.0217343915278118,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,73268887456.68001,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,7.5,16.529680365296812,20.0,16.0,60.02968036529681,60.02968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.0963713802182775,60.02968036529681,0.0392040685273621,Short,0.25654523220567765,-0.25654523220567765,0.0235918520468976,2.8081381491422213,0.002,0.09637138021827749,0.0392040685273621,0.9215918629452758,0.6002968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ABT,Abbott Laboratories,ABT Abbott Laboratories,us_equity,sp500,yahoo,ABT,us_equity:abt,Abbott Laboratories,us_equity,ABT,yahoo,America/New_York,3d,112.41500091552734,113.55029961134323,0.0100991743679208,1.1352986958158908,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,112.41500091552734,-0.0446672770458471,0.0100991743679208,0.0648656257816888,yahoo_latest,baseline_momentum_quantile,4.72219738865714,0.1982955360370546,-0.1547109085478931,-0.0956154613389802,-0.0389556754729061,-0.0247026761455465,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,,,,,,,,,,,low,False,True,nan,,,,,cash,0.109532902827536,67.52968036529681,0.7794384269186754,Long,0.16306973533597796,0.16306973533597796,0.0080991743679208,0.9104686939848323,0.002,0.10953290282753589,0.7794384269186754,0.5588768538373508,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ACGL,Arch Capital Group,ACGL Arch Capital Group,us_equity,sp500,yahoo,ACGL,us_equity:acgl,Arch Capital Group,us_equity,ACGL,yahoo,America/New_York,3d,97.05500030517578,96.29257644817928,-0.007855585540149,-0.7624238569965058,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,97.05500030517578,-0.0424357097173566,-0.007855585540149,0.0267245386370584,yahoo_latest,baseline_momentum_quantile,4.575277831267414,0.0482938114300715,0.089526249553139,0.0692409815417731,0.0307100472644547,-0.0155975343768136,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,3,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.0691602483544151,67.52968036529681,0.2725053907613968,Short,0.16790475241299113,-0.16790475241299113,0.005855585540149,0.5683138563861441,0.002,0.069160248354415,0.2725053907613968,0.4549892184772064,0.6752968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ACN,Accenture,ACN Accenture,us_equity,sp500,yahoo,ACN,us_equity:acn,Accenture,us_equity,ACN,yahoo,America/New_York,3d,230.56500244140625,224.51667434203827,-0.0262326373704745,-6.048328099367978,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,230.56500244140625,-0.0955771039096182,-0.0262326373704745,0.0431118291686691,yahoo_latest,baseline_momentum_quantile,5.440532828933804,0.4091409929779539,-0.0563763366740635,-0.1670339139832034,0.0458720949102386,-0.0312781612681137,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.1386889330782873,67.52968036529681,0.036295894359421,Short,0.23506493698496575,-0.23506493698496575,0.0242326373704745,5.587198094485165,0.002,0.13868893307828728,0.036295894359421,0.927408211281158,0.6752968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ADBE,Adobe Inc.,ADBE Adobe Inc.,us_equity,sp500,yahoo,ADBE,us_equity:adbe,Adobe Inc.,us_equity,ADBE,yahoo,America/New_York,3d,258.065,247.8270744866067,-0.0396718869796108,-10.237925513393291,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,258.065,-0.0895368529152204,-0.0396718869796108,0.0101930789559986,eastmoney_quote:105.ADBE,baseline_momentum_quantile,25.386097978031827,0.1097694840834248,-0.2656339417139282,-0.167182924098637,0.0772049690050894,-0.0224918371141059,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,105935682500.0,1255.0,0.0449010654490106,2026-02-11 17:10:32 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.099729931871219,67.52968036529681,0.006971105976552,Short,0.3031200132465762,-0.3031200132465762,0.0376718869796108,9.72179551339326,0.002,0.099729931871219,0.006971105976552,0.986057788046896,0.6752968036529681,1.0,True,short_signal,model,True,,,,,,,,,,,,,,,,,,,
ADI,Analog Devices,ADI Analog Devices,us_equity,sp500,yahoo,ADI,us_equity:adi,Analog Devices,us_equity,ADI,yahoo,America/New_York,3d,334.895,343.0092518832069,0.0242292416524789,8.114251883206919,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,334.895,-0.0148683293486937,0.0242292416524789,0.0633268126536517,eastmoney_quote:105.ADI,baseline_momentum_quantile,25.82093028928964,0.2066115702479339,0.3857532649938424,0.1305999077497712,-0.0451098067099433,-0.017635150892334,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,163639273322.525,1255.0,0.0449010654490106,2026-02-11 17:10:47 UTC,True,True,True,True,True,True,True,True,22.5,16.529680365296812,20.0,16.0,75.02968036529681,75.02968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0781951420023455,75.02968036529681,0.9538520134907392,Long,0.3513557123038828,0.3513557123038828,0.0222292416524789,7.444461883206921,0.002,0.0781951420023454,0.9538520134907392,0.9077040269814785,0.7502968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
ADM,Archer Daniels Midland,ADM Archer Daniels Midland,us_equity,sp500,yahoo,ADM,us_equity:adm,Archer Daniels Midland,us_equity,ADM,yahoo,America/New_York,3d,69.90499877929688,71.32944338238272,0.0203768632853149,1.4244446030858455,2026-02-16 12:10 -0500,2026-02-16 17:10 UTC,69.90499877929688,-0.0139204748758594,0.0203768632853149,0.0546742014464893,yahoo_latest,baseline_momentum_quantile,4.2471371599774725,0.0,0.1826255804006007,0.102950419709983,-0.0380903264166496,-0.0154699823592512,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.0449010654490106,2026-02-11 17:10:47 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.0685946763223488,67.52968036529681,0.927378981083304,Long,0.3166057184233679,0.3166057184233679,0.018376863285314897,1.2846346055272435,0.002,0.0685946763223487,0.927378981083304,0.8547579621666079,0.6752968036529681,1.0,True,long_signal,model,True,,,,,,,,,,,,,,,,,,,
