branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,68,-3.054863163529543e-05,-0.2408454118126692,0.003297818366311517
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,540,-0.0001412712460518249,-1.1137825038725875,0.03120243531202435
hourly,2,0.55,0.45,0,0.0,0.0,0.0
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,1812,-0.00043589678276321575,-3.436610235305193,0.10743277524099441
hourly,4,0.55,0.45,0,0.0,0.0,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,262,-0.00011641443721715299,-0.03830034984444333,0.3951367781155015
daily,1,0.55,0.45,174,-0.0005063741233611152,-0.1665970865858069,0.24924012158054712
daily,1,0.58,0.42,102,-0.0007031223823837498,-0.2313272638042537,0.13677811550151975
daily,3,0.52,0.48,322,0.0019083795170431984,0.6278568611072123,0.5015197568389058
daily,3,0.55,0.45,308,0.0017090797606200483,0.5622872412439959,0.48024316109422494
daily,3,0.58,0.42,294,0.0019237194143853428,0.6329036873327778,0.46200607902735563
daily,7,0.52,0.48,324,0.00628571944495351,2.068001697389705,0.5775075987841946
daily,7,0.55,0.45,322,0.006264271122889116,2.060945199430519,0.574468085106383
daily,7,0.58,0.42,316,0.006071080191451397,1.9973853829875097,0.5623100303951368
