market,pool_key,instrument_id,name,display,symbol,snapshot_symbol,provider,status,recommended_action,alerts,current_price,predicted_price,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,expected_date_market,total_score,liquidity_score,data_quality_score,history_score,coverage_score,factor_support_count,price_source,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes
us_equity,sp500,us_equity:aapl,Apple Inc.,AAPL Apple Inc.,AAPL,AAPL,yahoo,Active,Keep/Open,,278.325,280.2016855437877,0.006742784671832203,Long,0.1769521173443563,0.1769521173443563,0.004742784671832203,1.3200355437876978,long_signal,2026-02-16 11:57 -0500,82.52968036529681,30.0,16.529680365296812,20.0,16.0,3,eastmoney_quote:105.AAPL,,,,,,low,False,True,nan
us_equity,sp500,us_equity:adi,Analog Devices,ADI Analog Devices,ADI,ADI,yahoo,Active,Keep/Open,,335.005,343.1474062547073,0.024305327546476185,Long,0.35156867454343177,0.35156867454343177,0.022305327546476184,7.472396254707253,long_signal,2026-02-16 11:58 -0500,75.02968036529681,22.5,16.529680365296812,20.0,16.0,3,eastmoney_quote:105.ADI,,,,,,low,False,True,nan
us_equity,sp500,us_equity:abbv,AbbVie,ABBV AbbVie,ABBV,ABBV,yahoo,Active,Keep/Open,,221.3699951171875,223.13050374695257,0.007952787950476825,Long,0.17722762933169614,0.17722762933169614,0.005952787950476825,1.3177686395307073,long_signal,2026-02-16 11:57 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,2,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:adm,Archer Daniels Midland,ADM Archer Daniels Midland,ADM,ADM,yahoo,Active,Keep/Open,,69.69999694824219,71.02691661776433,0.019037585762126774,Long,0.30870443579680884,0.30870443579680884,0.017037585762126772,1.1875196756256505,long_signal,2026-02-16 11:58 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,2,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:a,Agilent Technologies,A Agilent Technologies,A,A,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,128.60499572753906,126.1179520205469,-0.019338624389531378,Short,0.307347631784694,-0.307347631784694,0.017338624389531376,2.229833715537087,short_signal,2026-02-16 11:57 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,0.0,0.0,0.0,0.0,0.0,low,False,True,nan
us_equity,sp500,us_equity:abnb,Airbnb,ABNB Airbnb,ABNB,ABNB,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,118.6500015258789,115.43777772980783,-0.02707310370636995,Short,0.2923719844128122,-0.2923719844128122,0.025073103706369948,2.974923793019314,short_signal,2026-02-16 11:57 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:abt,Abbott Laboratories,ABT Abbott Laboratories,ABT,ABT,yahoo,Watch,Monitor/Reduce,,112.29000091552734,113.36835708471243,0.009603314279036379,Long,0.15678753177643753,0.15678753177643753,0.007603314279036379,0.8537761673540372,long_signal,2026-02-16 11:57 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:acn,Accenture,ACN Accenture,ACN,ACN,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,229.51499938964844,223.05953336513784,-0.028126554001602022,Short,0.2376385320311858,-0.2376385320311858,0.02612655400160202,5.996436025731304,short_signal,2026-02-16 11:57 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,yahoo_latest,,,,,,low,False,True,nan
us_equity,sp500,us_equity:adbe,Adobe Inc.,ADBE Adobe Inc.,ADBE,ADBE,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,257.2,246.45475709628963,-0.0417777717873653,Short,0.3026582392585924,-0.3026582392585924,0.0397777717873653,10.230842903710355,short_signal,2026-02-16 11:57 -0500,67.52968036529681,15.0,16.529680365296812,20.0,16.0,1,eastmoney_quote:105.ADBE,,,,,,low,False,True,nan
us_equity,sp500,us_equity:acgl,Arch Capital Group,ACGL Arch Capital Group,ACGL,ACGL,yahoo,Watch,Monitor/Reduce,predicted_change_non_positive,96.93,96.11188510635856,-0.008440265074192155,Short,0.1583637961272396,-0.1583637961272396,0.006440265074192155,0.6242548936414456,short_signal,2026-02-16 11:57 -0500,60.02968036529681,7.5,16.529680365296812,20.0,16.0,3,eastmoney_quote:105.ACGL,,,,,,low,False,True,nan
