branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,3439,-0.0003376313227167793,-2.661885348299088,0.21270928462709285
hourly,1,0.55,0.45,219,-5.642538946816852e-05,-0.4448577705670406,0.013318112633181126
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,1292,-0.0001711025540209408,-1.3489725359010971,0.0791476407914764
hourly,2,0.55,0.45,2,5.906240940128753e-06,0.046564803571975094,0.0002536783358701167
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,3473,-0.0003118863536145313,-2.458912011896965,0.21067985794013191
hourly,4,0.55,0.45,7,-2.387076367471881e-06,-0.01881971008114831,0.000380517503805175
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,328,-0.00034513841429661913,-0.1135505383035877,0.47720364741641336
daily,1,0.55,0.45,1,3.1993849677279026e-05,0.0105259765438248,0.00303951367781155
daily,1,0.58,0.42,0,0.0,0.0,0.0
daily,3,0.52,0.48,327,-0.0010393460083794619,-0.34194483675684295,0.43465045592705165
daily,3,0.55,0.45,39,0.00014556431439780726,0.04789065943687859,0.057750759878419454
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,324,-0.002027512890245072,-0.6670517408906287,0.45896656534954405
daily,7,0.55,0.45,281,-0.0013006566658513422,-0.42791604306509157,0.41033434650455924
daily,7,0.58,0.42,0,0.0,0.0,0.0
