branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,340,-8.599535348560672e-05,-0.6779873668805234,0.0197869101978691
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,4642,-9.363292935347532e-05,-0.7382020150227995,0.3008625063419584
hourly,2,0.55,0.45,701,-0.00013350176312981542,-1.0525279005154649,0.043886352105530185
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,5004,-0.00011331457672663726,-0.8933721229128082,0.32204464738711314
hourly,4,0.55,0.45,329,-7.701355328954336e-05,-0.6071748541347599,0.019279553526128868
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,328,-0.0008833218999508996,-0.29061290508384596,0.4316109422492401
daily,1,0.55,0.45,328,-0.0008833218999508996,-0.29061290508384596,0.4316109422492401
daily,1,0.58,0.42,327,-0.0008355070335696174,-0.27488181404440415,0.4316109422492401
daily,3,0.52,0.48,139,0.0017608167433321791,0.5793087085562869,0.25227963525835867
daily,3,0.55,0.45,0,0.0,0.0,0.0
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,133,0.0043007631323113485,1.4149510705304338,0.24924012158054712
daily,7,0.55,0.45,3,-0.00022941035714379914,-0.07547600750030992,0.00303951367781155
daily,7,0.58,0.42,0,0.0,0.0,0.0
