branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,2865,-0.00032385038683664115,-2.553236449820079,0.1750380517503805
hourly,1,0.55,0.45,60,-1.691554861427193e-05,-0.13336218527491991,0.003424657534246575
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,1815,-0.00031162255736394136,-2.4568322422573137,0.10794013191273465
hourly,2,0.55,0.45,13,-8.191028602797158e-06,-0.0645780695044528,0.0005073566717402334
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,3068,-0.0003085211198596739,-2.432380508973669,0.18708777270421106
hourly,4,0.55,0.45,1,-1.4602777278459538e-06,-0.0115128296063375,0.0
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,328,-0.00034513841429661913,-0.1135505383035877,0.47720364741641336
daily,1,0.55,0.45,1,3.1993849677279026e-05,0.0105259765438248,0.00303951367781155
daily,1,0.58,0.42,0,0.0,0.0,0.0
daily,3,0.52,0.48,327,-0.0010393460083794619,-0.34194483675684295,0.43465045592705165
daily,3,0.55,0.45,39,0.00014556431439780726,0.04789065943687859,0.057750759878419454
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,324,-0.002027512890245072,-0.6670517408906287,0.45896656534954405
daily,7,0.55,0.45,281,-0.0013006566658513422,-0.42791604306509157,0.41033434650455924
daily,7,0.58,0.42,0,0.0,0.0,0.0
