branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,109,-4.280810728650126e-05,-0.33749911784677594,0.00532724505327245
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,4378,-9.838461301607926e-05,-0.7756642890187689,0.28361237950279045
hourly,2,0.55,0.45,633,-0.00012576068031977308,-0.9914972036410911,0.03919330289193303
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,5463,-3.9623110297031094e-05,-0.31238860158179316,0.3512176560121766
hourly,4,0.55,0.45,1394,-5.236594456056503e-05,-0.4128531069154947,0.0882800608828006
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,328,-0.0008833218999508996,-0.29061290508384596,0.4316109422492401
daily,1,0.55,0.45,328,-0.0008833218999508996,-0.29061290508384596,0.4316109422492401
daily,1,0.58,0.42,327,-0.0008355070335696174,-0.27488181404440415,0.4316109422492401
daily,3,0.52,0.48,139,0.0017608167433321791,0.5793087085562869,0.25227963525835867
daily,3,0.55,0.45,0,0.0,0.0,0.0
daily,3,0.58,0.42,0,0.0,0.0,0.0
daily,7,0.52,0.48,133,0.0043007631323113485,1.4149510705304338,0.24924012158054712
daily,7,0.55,0.45,3,-0.00022941035714379914,-0.07547600750030992,0.00303951367781155
daily,7,0.58,0.42,0,0.0,0.0,0.0
