market,pool_key,instrument_id,name,display,symbol,snapshot_symbol,provider,status,recommended_action,alerts,current_price,predicted_price,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,expected_date_market,total_score,liquidity_score,data_quality_score,history_score,coverage_score,factor_support_count,price_source,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes
cn_equity,csi300,cn_equity:000338.sz,潍柴动力,000338 潍柴动力,000338.SZ,000338.SZ,yahoo,Retired,Remove,missing_rate_too_high,25.97,26.7499598935818,0.03003311103510975,Long,0.1876155362117068,0.1876155362117068,0.028033111035109748,0.7280198935818001,long_signal,2026-02-16 17:24 +0800,61.0,30.0,15.0,20.0,16.0,3,eastmoney_quote:0.000338,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000001.sz,平安银行,000001 平安银行,000001.SZ,000001.SZ,yahoo,Retired,Remove,missing_rate_too_high,11.07,11.094738131969844,0.0022347002682785444,Flat,0.0,0.0,0.00023470026827854436,0.002598131969843486,probability_neutral,2026-02-16 17:23 +0800,57.25,26.25,15.0,20.0,16.0,1,eastmoney_quote:0.000001,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000063.sz,中兴通讯,000063 中兴通讯,000063.SZ,000063.SZ,yahoo,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,37.35,37.29974794949824,-0.001345436425749913,Flat,0.0,0.0,-0.003345436425749913,-0.12495205050175925,probability_neutral,2026-02-16 17:23 +0800,53.5,22.5,15.0,20.0,16.0,1,eastmoney_quote:0.000063,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000408.sz,藏格矿业,000408 藏格矿业,000408.SZ,000408.SZ,yahoo,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,84.84,83.93767488341467,-0.010635609577856364,Flat,0.0,0.0,-0.012635609577856364,-1.072005116585334,short_disallowed,2026-02-16 17:24 +0800,49.75,18.75,15.0,20.0,16.0,2,eastmoney_quote:0.000408,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000100.sz,TCL科技,000100 TCL科技,000100.SZ,000100.SZ,yahoo,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,4.71999979019165,4.633554223623784,-0.01831473949373974,Flat,0.0,0.0,-0.020314739493739742,-0.09588556614824961,short_disallowed,2026-02-16 17:23 +0800,46.0,15.0,15.0,20.0,16.0,2,yahoo_latest,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000166.sz,申万宏源,000166 申万宏源,000166.SZ,000166.SZ,yahoo,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,5.09,5.081448340151556,-0.0016800903435056913,Flat,0.0,0.0,-0.0036800903435056913,-0.01873165984844397,short_disallowed,2026-02-16 17:23 +0800,46.0,15.0,15.0,20.0,16.0,1,eastmoney_quote:0.000166,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000333.sz,美的集团,000333 美的集团,000333.SZ,000333.SZ,yahoo,Retired,Remove,missing_rate_too_high,79.69000244140625,79.791559749259,0.001274404627197967,Flat,0.0,0.0,-0.000725595372802033,-0.057822697030067094,probability_neutral,2026-02-16 17:23 +0800,46.0,15.0,15.0,20.0,16.0,3,yahoo_latest,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000301.sz,东方盛虹,000301 东方盛虹,000301.SZ,000301.SZ,yahoo,Retired,Remove,missing_rate_too_high,13.2,13.553220585528873,0.026759135267338863,Long,0.15326560326102137,0.15326560326102137,0.02475913526733886,0.32682058552887294,long_signal,2026-02-16 17:23 +0800,42.25,11.25,15.0,20.0,16.0,3,eastmoney_quote:0.000301,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000157.sz,中联重科,000157 中联重科,000157.SZ,000157.SZ,yahoo,Retired,Remove,missing_rate_too_high,9.75,9.941971684528063,0.019689403541339745,Long,0.1565938696352181,0.1565938696352181,0.017689403541339743,0.1724716845280625,long_signal,2026-02-16 17:23 +0800,38.5,7.5,15.0,20.0,16.0,3,eastmoney_quote:0.000157,,,,,,low,False,True,nan
cn_equity,csi300,cn_equity:000002.sz,万科A,000002 万科A,000002.SZ,000002.SZ,yahoo,Retired,Remove,missing_rate_too_high,4.89,4.900254815322123,0.0020970992478779316,Flat,0.0,0.0,9.709924787793152e-05,0.0004748153221230851,probability_neutral,2026-02-16 17:23 +0800,34.75,3.75,15.0,20.0,16.0,2,eastmoney_quote:0.000002,,,,,,low,False,True,nan
