symbol,name,display,market,pool_key,provider,snapshot_symbol,instrument_id,name_snap,market_snap,symbol_snap,provider_snap,timezone,horizon_label,current_price,predicted_price,predicted_change_pct,predicted_change_abs,expected_date_market,expected_date_utc,model_base_price,q10_change_pct,q50_change_pct,q90_change_pct,price_source,prediction_method,size_factor,value_factor,growth_factor,momentum_factor,reversal_factor,low_vol_factor,size_factor_source,value_factor_source,growth_factor_source,market_cap_usd,history_bars,history_missing_rate,generated_at_utc,prediction_available,risk_factors_available,behavior_factors_available,factors_available,history_ok,missing_ok,liquidity_ok,hard_filter_pass,liquidity_score,data_quality_score,history_score,coverage_score,total_score_raw,total_score,factor_support_count,signal_pass,status,recommended_action,alerts,news_score_30m,news_count_30m,news_score_120m,news_count_120m,news_score_1440m,news_count_1440m,news_burst_zscore,news_pos_neg_ratio,news_conflict_score,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,timestamp_utc,news_latest_headlines,news_latest_providers,news_last_available_at_utc,market_type,volatility_score,confidence_score,p_up,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_cost_pct,policy_uncertainty_width,policy_p_up_used,policy_prob_strength,policy_confidence_used,policy_risk_scale,policy_allow_short,policy_reason,policy_p_up_source,news_gate_enabled,news_score_2h,news_score_24h
A,Agilent Technologies,A Agilent Technologies,us_equity,sp500,yahoo,A,us_equity:a,Agilent Technologies,us_equity,A,yahoo,America/New_York,3d,127.80999755859375,124.9946093308438,-0.0220279186411787,-2.815388227749949,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,127.80999755859375,-0.05690789307546604,-0.0220279186411787,0.012852055793108635,yahoo_latest,baseline_momentum_quantile,4.850544767041782,0.18695928727864441,-0.07851477742794899,-0.1265036142638386,0.03887801425063997,-0.01573278330387739,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,low,False,True,nan,2026-02-08 01:00:00+00:00,,,,cash,0.06975994886857467,67.52968036529681,0.059889859989353866,Short,0.3235554237802098,-0.3235554237802098,0.0200279186411787,2.5597682326327638,0.002,0.06975994886857467,0.059889859989353866,0.8802202800212923,0.6752968036529681,1.0,True,short_signal,model,True,0.0,0.0
AAPL,Apple Inc.,AAPL Apple Inc.,us_equity,sp500,yahoo,AAPL,us_equity:aapl,Apple Inc.,us_equity,AAPL,yahoo,America/New_York,3d,279.87,282.2847003629773,0.008627935695062927,2.414700362977271,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,279.87,-0.027561652018853078,0.008627935695062927,0.04481752340897893,eastmoney_quote:105.AAPL,baseline_momentum_quantile,29.044154723434385,0.0214638334406525,0.0882433088730632,0.07190201267557983,-0.012043897455459307,-0.016323490787883577,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,4108810651800.0,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,30.0,16.529680365296812,20.0,16.0,82.52968036529681,82.52968036529681,3,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.07237917542783201,82.52968036529681,0.7462084950560887,Long,0.21748957487808707,0.21748957487808707,0.006627935695062927,1.8549603629772615,0.002,0.07237917542783201,0.7462084950560887,0.4924169901121773,0.8252968036529681,1.0,True,long_signal,model,True,,
ABBV,AbbVie,ABBV AbbVie,us_equity,sp500,yahoo,ABBV,us_equity:abbv,AbbVie,us_equity,ABBV,yahoo,America/New_York,3d,221.5749969482422,223.42798722870296,0.008362813069985542,1.852990280460773,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,221.5749969482422,-0.022935785440905382,0.008362813069985542,0.039661411580876466,yahoo_latest,baseline_momentum_quantile,5.400761118851437,0.09331781438299747,-0.06334545470495245,0.0037372455186508446,-0.020565594976456048,-0.0141173861527507,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.06259719702178185,67.52968036529681,0.7398812867429476,Long,0.18500933948899737,0.18500933948899737,0.006362813069985542,1.4098402865642818,0.002,0.06259719702178185,0.7398812867429476,0.47976257348589524,0.6752968036529681,1.0,True,long_signal,model,True,,
ABNB,Airbnb,ABNB Airbnb,us_equity,sp500,yahoo,ABNB,us_equity:abnb,Airbnb,us_equity,ABNB,yahoo,America/New_York,3d,118.86,115.73224694423588,-0.026314597474037638,-3.127753055764117,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,118.86,-0.0745292017119212,-0.026314597474037638,0.02190000676384593,eastmoney_quote:105.ABNB,baseline_momentum_quantile,25.015972668602863,0.11764705882352941,-0.02164785002603309,-0.15142432787036686,0.04614396895783612,-0.02174743338719793,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,73164243998.16,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.09642920847576714,67.52968036529681,0.035939236626654936,Short,0.2905488049706986,-0.2905488049706986,0.024314597474037636,2.890033055764113,0.002,0.09642920847576714,0.035939236626654936,0.9281215267466901,0.6752968036529681,1.0,True,short_signal,model,True,,
ABT,Abbott Laboratories,ABT Abbott Laboratories,us_equity,sp500,yahoo,ABT,us_equity:abt,Abbott Laboratories,us_equity,ABT,yahoo,America/New_York,3d,112.25499725341797,113.31743332977733,0.009464488017053574,1.0624360763593614,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,112.25499725341797,-0.04526859511091894,0.009464488017053574,0.06419757114502608,yahoo_latest,baseline_momentum_quantile,4.720773044592831,0.19943662618622338,-0.15591403401221693,-0.09690269913609229,-0.03747689851706282,-0.024687625216807108,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,,,,,,,,,,,low,False,True,nan,,,,,cash,0.10946616625594502,67.52968036529681,0.7654977336675013,Long,0.15498810189230475,0.15498810189230475,0.007464488017053574,0.8379260818525203,0.002,0.10946616625594502,0.7654977336675013,0.5309954673350026,0.6752968036529681,1.0,True,long_signal,model,True,,
ACGL,Arch Capital Group,ACGL Arch Capital Group,us_equity,sp500,yahoo,ACGL,us_equity:acgl,Arch Capital Group,us_equity,ACGL,yahoo,America/New_York,3d,97.09,96.34258689990864,-0.0076981470809698305,-0.7474131000913644,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,97.09,-0.04224920386640405,-0.0076981470809698305,0.02685290970446439,eastmoney_quote:105.ACGL,baseline_momentum_quantile,24.274471329834608,0.6944444444444444,0.08991911026256316,0.0696265278016508,0.030360541285479492,-0.015584423387387886,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,34855310000.0,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,7.5,16.529680365296812,20.0,16.0,60.02968036529681,60.02968036529681,3,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.06910211357086844,60.02968036529681,0.2764242563276993,Short,0.1467416831479743,-0.1467416831479743,0.00569814708096983,0.5532331000913608,0.002,0.06910211357086844,0.2764242563276993,0.4471514873446014,0.6002968036529681,1.0,True,short_signal,model,True,,
ACN,Accenture,ACN Accenture,us_equity,sp500,yahoo,ACN,us_equity:acn,Accenture,us_equity,ACN,yahoo,America/New_York,3d,231.2899932861328,225.52543287733988,-0.024923518423304647,-5.764560408792931,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,231.2899932861328,-0.09391806593731927,-0.024923518423304647,0.04407102909070998,yahoo_latest,baseline_momentum_quantile,5.443672305379489,0.4072830901476054,-0.0534091972143248,-0.16441472728992645,0.042871925810142875,-0.031120328577994353,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.13798909502802925,67.52968036529681,0.04247485195433698,Short,0.23266603416082354,-0.23266603416082354,0.022923518423304645,5.301980422220673,0.002,0.13798909502802925,0.04247485195433698,0.915050296091326,0.6752968036529681,1.0,True,short_signal,model,True,,
ADBE,Adobe Inc.,ADBE Adobe Inc.,us_equity,sp500,yahoo,ADBE,us_equity:adbe,Adobe Inc.,us_equity,ADBE,yahoo,America/New_York,3d,259.11,249.24197444047502,-0.038084309982343356,-9.868025559524995,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,259.11,-0.0876913305801757,-0.038084309982343356,0.011522710615488985,eastmoney_quote:105.ADBE,baseline_momentum_quantile,25.39013916881706,0.1092896174863388,-0.26285994014046876,-0.16403703268265002,0.07371919397630489,-0.02237548960613579,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,106364655000.0,1255.0,0.044901065449010624,2026-02-11 17:33:41 UTC,True,True,True,True,True,True,True,True,22.5,16.529680365296812,20.0,16.0,75.02968036529681,75.02968036529681,1,False,Watch,Monitor/Reduce,predicted_change_non_positive,,,,,,,,,,low,False,True,nan,,,,,cash,0.09921404119566468,75.02968036529681,0.008488327400805573,Short,0.3366976543858924,-0.3366976543858924,0.036084309982343354,9.349805559524986,0.002,0.09921404119566468,0.008488327400805573,0.9830233451983889,0.7502968036529681,1.0,True,short_signal,model,True,,
ADI,Analog Devices,ADI Analog Devices,us_equity,sp500,yahoo,ADI,us_equity:adi,Analog Devices,us_equity,ADI,yahoo,America/New_York,3d,336.30999755859375,345.1169840032429,0.026187108645542967,8.80698644464917,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,336.30999755859375,-0.013607146449834712,0.026187108645542967,0.06598136374092065,yahoo_latest,baseline_momentum_quantile,5.818033346400082,0.0,0.3916083920499227,0.13537695304108954,-0.049525636613017454,-0.01794939366524761,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.044901065449010624,2026-02-11 17:33:56 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.07958851019075536,67.52968036529681,0.9635045136326983,Long,0.3201976172178184,0.3201976172178184,0.024187108645542965,8.134366449531996,0.002,0.07958851019075536,0.9635045136326983,0.9270090272653966,0.6752968036529681,1.0,True,long_signal,model,True,,
ADM,Archer Daniels Midland,ADM Archer Daniels Midland,us_equity,sp500,yahoo,ADM,us_equity:adm,Archer Daniels Midland,us_equity,ADM,yahoo,America/New_York,3d,69.625,70.91639916886878,0.01854792343079037,1.2913991688687787,2026-02-16 12:33 -0500,2026-02-16 17:33 UTC,69.625,-0.015403915823635289,0.01854792343079037,0.05249976268521603,yahoo_latest,baseline_momentum_quantile,4.243123698247448,0.0,0.17788866995557107,0.09853264163206932,-0.03393234015998381,-0.015314143385176218,proxy_log_price,proxy_drawdown_to_1y_high,proxy_return_90d,,1255.0,0.044901065449010624,2026-02-11 17:33:56 UTC,True,True,True,True,True,True,True,True,15.0,16.529680365296812,20.0,16.0,67.52968036529681,67.52968036529681,2,True,Active,Keep/Open,,,,,,,,,,,low,False,True,nan,,,,,cash,0.06790367850885132,67.52968036529681,0.9103968745631339,Long,0.30541432312751465,0.30541432312751465,0.016547923430790368,1.1521491688687793,0.002,0.06790367850885132,0.9103968745631339,0.8207937491262678,0.6752968036529681,1.0,True,long_signal,model,True,,
