market,instrument_id,name,status,recommended_action,alerts,predicted_change_pct,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_reason,news_score_30m,news_score_120m,news_score_1440m,news_count_30m,news_burst_zscore,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,factor_support_count,hard_filter_pass
us_equity,us_equity:a,Agilent Technologies,Watch,Monitor/Reduce,predicted_change_non_positive,-0.01798362387422292,Short,0.2969041126220572,-0.2969041126220572,0.01598362387422292,2.061967475939166,short_signal,0.0,0.0,0.0,0.0,0.0,low,False,True,nan,1,True
us_equity,us_equity:aapl,Apple Inc.,Active,Keep/Open,,0.007059531572172206,Long,0.18412090411338727,0.18412090411338727,0.005059531572172206,1.4108503789002198,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:abbv,AbbVie,Watch,Monitor/Reduce,,0.005634783445728875,Long,0.12985362191198865,0.12985362191198865,0.0036347834457288748,0.8004156869874088,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abnb,Airbnb,Watch,Monitor/Reduce,predicted_change_non_positive,-0.027036985425961557,Short,0.2793052209941166,-0.2793052209941166,0.025036985425961555,2.970888690644598,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:abt,Abbott Laboratories,Watch,Monitor/Reduce,,0.012064385722579951,Long,0.18571930284450502,0.18571930284450502,0.010064385722579951,1.1363698287933837,long_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:acgl,Arch Capital Group,Watch,Monitor/Reduce,predicted_change_non_positive,-0.0033051379362027955,Flat,0.0,0.0,0.0013051379362027955,0.12798835171372713,short_edge_below_threshold,,,,,,low,False,True,nan,3,True
us_equity,us_equity:acn,Accenture,Watch,Monitor/Reduce,predicted_change_non_positive,-0.027423389334296555,Short,0.23679697233975508,-0.23679697233975508,0.025423389334296553,5.844964293867038,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adbe,Adobe Inc.,Watch,Monitor/Reduce,predicted_change_non_positive,-0.03898025444135855,Short,0.3166002744336665,-0.3166002744336665,0.03698025444135855,9.559025970546772,short_signal,,,,,,low,False,True,nan,1,True
us_equity,us_equity:adi,Analog Devices,Active,Keep/Open,,0.02523900514295785,Long,0.36097364246239333,0.36097364246239333,0.023239005142957847,7.799591101105228,long_signal,,,,,,low,False,True,nan,3,True
us_equity,us_equity:adm,Archer Daniels Midland,Active,Keep/Open,,0.014310570162770153,Long,0.2668089422981808,0.2668089422981808,0.012310570162770153,0.849121558192632,long_signal,,,,,,low,False,True,nan,2,True
