symbol,code,name,display,market,pool_key,provider,snapshot_symbol,instrument_id,name_snap,market_snap,symbol_snap,provider_snap,timezone,horizon_label,current_price,predicted_price,predicted_change_pct,predicted_change_abs,expected_date_market,expected_date_utc,model_base_price,q10_change_pct,q50_change_pct,q90_change_pct,price_source,prediction_method,size_factor,value_factor,growth_factor,momentum_factor,reversal_factor,low_vol_factor,size_factor_source,value_factor_source,growth_factor_source,market_cap_usd,history_bars,history_missing_rate,generated_at_utc,prediction_available,risk_factors_available,behavior_factors_available,factors_available,history_ok,missing_ok,liquidity_ok,hard_filter_pass,liquidity_score,data_quality_score,history_score,coverage_score,total_score_raw,total_score,factor_support_count,signal_pass,status,recommended_action,alerts,news_score_30m,news_count_30m,news_score_120m,news_count_120m,news_score_1440m,news_count_1440m,news_burst_zscore,news_pos_neg_ratio,news_conflict_score,news_risk_level,news_event_risk,news_gate_pass,news_reason_codes,timestamp_utc,news_latest_headlines,news_latest_providers,news_last_available_at_utc,market_type,volatility_score,confidence_score,p_up,policy_action,policy_position_size,policy_signed_position,policy_expected_edge_pct,policy_expected_edge_abs,policy_cost_pct,policy_uncertainty_width,policy_p_up_used,policy_prob_strength,policy_confidence_used,policy_risk_scale,policy_allow_short,policy_reason,policy_p_up_source,news_gate_enabled,news_score_2h,news_score_24h,news_score_30m_news,news_count_30m_news,news_score_120m_news,news_count_120m_news,news_score_1440m_news,news_count_1440m_news,news_burst_zscore_news,news_pos_neg_ratio_news,news_conflict_score_news,news_risk_level_news,news_event_risk_news,news_gate_pass_news,news_reason_codes_news,timestamp_utc_news,news_latest_headlines_news,news_latest_providers_news,news_last_available_at_utc_news
000001.SZ,1,平安银行,000001 平安银行,cn_equity,csi300,yahoo,000001.SZ,cn_equity:000001.sz,平安银行,cn_equity,000001.SZ,yahoo,Asia/Shanghai,3d,11.06,11.126566229984215,0.0060186464723521,0.0665662299842146,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,11.06,-0.0094855814127054,0.0060186464723521,0.0215228743574098,eastmoney_quote:0.000001,baseline_momentum_quantile,26.092178914340582,0.238095238095238,-0.0298244921307644,-0.0357454087068052,-0.0202952273000003,-0.0069932579242307,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,214629455269.88,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,24.0,15.0,20.0,16.0,75.0,55.0,1,False,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.0310084557701152,55.0,0.6796863585532088,Long,0.14405275326890413,0.14405275326890413,0.0040186464723521,0.04444622998421423,0.002,0.031008455770115198,0.6796863585532088,0.3593727171064176,0.55,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000002.SZ,2,万科A,000002 万科A,cn_equity,csi300,yahoo,000002.SZ,cn_equity:000002.sz,万科A,cn_equity,000002.SZ,yahoo,Asia/Shanghai,3d,4.88,4.959794084610484,0.0163512468464106,0.0797940846104836,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,4.88,-0.0480466300100201,0.0163512468464106,0.0807491237028414,eastmoney_quote:0.000002,baseline_momentum_quantile,24.787526760641736,3.0303030303030303,-0.2823529444763816,0.0103520065268445,-0.0382979388256454,-0.0290469777642974,market_cap_log,book_to_price_1_over_pb,proxy_return_90d,58221862218.48,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,3.0,15.0,20.0,16.0,54.0,34.0,2,True,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.1287957537128616,34.0,0.8853303895337512,Long,0.10293443979934191,0.10293443979934191,0.014351246846410601,0.07003408461048373,0.002,0.1287957537128615,0.8853303895337512,0.7706607790675024,0.34,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000063.SZ,63,中兴通讯,000063 中兴通讯,cn_equity,csi300,yahoo,000063.SZ,cn_equity:000063.sz,中兴通讯,cn_equity,000063.SZ,yahoo,Asia/Shanghai,3d,37.58,37.5815115509278,4.022221734434339e-05,0.0015115509278018,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,37.58,-0.0358453137578482,4.022221734434339e-05,0.0359257581925369,eastmoney_quote:0.000063,baseline_momentum_quantile,25.91491762023658,0.039478878799842,-0.1794759288850463,-0.067030710776236,-0.0085883930203116,-0.0161863467619464,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,179765241053.46,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,21.0,15.0,20.0,16.0,72.0,52.0,1,False,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.0717710719503851,52.0,0.5012569416442074,Flat,0.0,0.0,-0.0019597777826556566,-0.07364844907219957,0.002,0.0717710719503851,0.5012569416442074,0.002513883288414842,0.52,1.0,False,probability_neutral,model,True,,,,,,,,,,,,,,,,,,,
000100.SZ,100,TCL科技,000100 TCL科技,cn_equity,csi300,yahoo,000100.SZ,cn_equity:000100.sz,TCL科技,cn_equity,000100.SZ,yahoo,Asia/Shanghai,3d,4.83,4.851478852160614,0.0044469673210381,0.0214788521606141,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,4.83,-0.0379058746485472,0.0044469673210381,0.0467998092906234,eastmoney_quote:0.000100,baseline_momentum_quantile,25.333106754256644,0.040436716538617,0.080536946400834,0.0147058175332615,-0.008350722791562,-0.019103456806317,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,100468165619.01,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,12.0,15.0,20.0,16.0,63.0,43.0,3,True,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.0847056839391706,43.0,0.6354966124817624,Long,0.05778771334663063,0.05778771334663063,0.0024469673210381,0.011818852160614023,0.002,0.0847056839391706,0.6354966124817624,0.27099322496352474,0.43,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000157.SZ,157,中联重科,000157 中联重科,cn_equity,csi300,yahoo,000157.SZ,cn_equity:000157.sz,中联重科,cn_equity,000157.SZ,yahoo,Asia/Shanghai,3d,9.68,9.864340679546457,0.0190434586308321,0.1843406795464552,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,9.68,-0.0277800287020114,0.0190434586308321,0.0658669459636756,eastmoney_quote:0.000157,baseline_momentum_quantile,25.150717707960965,0.062421972534332,0.2506460712436629,0.0987514011488472,-0.0352941080473176,-0.0211199632937611,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,83717821084.48,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,6.0,15.0,20.0,16.0,57.0,37.0,3,True,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.0936469746656871,37.0,0.9153229487333532,Long,0.14471430255787862,0.14471430255787862,0.0170434586308321,0.1649806795464547,0.002,0.093646974665687,0.9153229487333532,0.8306458974667064,0.37,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000166.SZ,166,申万宏源,000166 申万宏源,cn_equity,csi300,yahoo,000166.SZ,cn_equity:000166.sz,申万宏源,cn_equity,000166.SZ,yahoo,Asia/Shanghai,3d,5.1,5.118150204439743,0.003558863615636,0.0181502044397436,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,5.1,-0.0165041155407458,0.003558863615636,0.023621842772018,eastmoney_quote:0.000166,baseline_momentum_quantile,25.57297870884863,0.0836820083682008,-0.0135396848410794,-0.0502793271285896,-0.0159362398426323,-0.0090495050130335,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,127703717255.99998,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,15.0,15.0,20.0,16.0,66.0,46.0,1,False,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.0401259583127638,46.0,0.6094159727211251,Flat,0.0,0.0,0.0015588636156359998,0.007950204439743598,0.002,0.0401259583127638,0.6094159727211251,0.21883194544225026,0.46,1.0,False,probability_neutral,model,True,,,,,,,,,,,,,,,,,,,
000301.SZ,301,东方盛虹,000301 东方盛虹,cn_equity,csi300,yahoo,000301.SZ,cn_equity:000301.sz,东方盛虹,cn_equity,000301.SZ,yahoo,Asia/Shanghai,3d,12.76,12.96721333297552,0.0162392894181442,0.2072133329755203,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,12.76,-0.047981202358613,0.0162392894181442,0.0804597811949015,eastmoney_quote:0.000301,baseline_momentum_quantile,25.15835088105872,0.0019980019980019,0.3930131486286872,0.1925234071343575,-0.0159235511610946,-0.0289669673553132,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,84359298844.92,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,9.0,15.0,20.0,16.0,60.0,40.0,3,True,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.1284409835535146,40.0,0.8839019633167824,Long,0.120852540559928,0.120852540559928,0.0142392894181442,0.18169333297551998,0.002,0.12844098355351452,0.8839019633167824,0.7678039266335648,0.4,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000333.SZ,333,美的集团,000333 美的集团,cn_equity,csi300,yahoo,000333.SZ,cn_equity:000333.sz,美的集团,cn_equity,000333.SZ,yahoo,Asia/Shanghai,3d,80.19,81.33396760504388,0.0142657139923167,1.1439676050438834,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,80.19,-0.0127563652886506,0.0142657139923167,0.0412877932732842,eastmoney_quote:0.000333,baseline_momentum_quantile,27.13579864808761,0.0828500414250207,0.1009061844185215,0.05236227891025,-0.0292645189594018,-0.012188441208539,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,609435312455.97,1211.0,0.078386605783866,2026-02-10 20:49:33 UTC,True,True,True,True,True,False,True,False,30.0,15.0,20.0,16.0,81.0,61.0,3,True,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.0540441585619349,61.0,0.8560933069521536,Long,0.263528028068349,0.263528028068349,0.0122657139923167,0.9835876050438762,0.002,0.0540441585619348,0.8560933069521536,0.7121866139043072,0.61,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000338.SZ,338,潍柴动力,000338 潍柴动力,cn_equity,csi300,yahoo,000338.SZ,cn_equity:000338.sz,潍柴动力,cn_equity,000338.SZ,yahoo,Asia/Shanghai,3d,25.89,27.03436512652888,0.044201047760868,1.144365126528875,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,25.89,-0.0432025556794913,0.044201047760868,0.1316046512012275,eastmoney_quote:0.000338,baseline_momentum_quantile,26.142005507675293,0.0524658971668415,0.8733719219505194,0.3626315468236019,-0.064993827989161,-0.0394238234175272,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,225594619753.44,1211.0,0.078386605783866,2026-02-10 20:49:39 UTC,True,True,True,True,True,False,True,False,27.0,15.0,20.0,16.0,78.0,58.0,3,True,Retired,Remove,missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.1748072068807189,58.0,0.9960304732436888,Long,0.18575002738351903,0.18575002738351903,0.042201047760868,1.0925851265288724,0.002,0.1748072068807188,0.9960304732436888,0.9920609464873775,0.58,1.0,False,long_signal,model,True,,,,,,,,,,,,,,,,,,,
000408.SZ,408,藏格矿业,000408 藏格矿业,cn_equity,csi300,yahoo,000408.SZ,cn_equity:000408.sz,藏格矿业,cn_equity,000408.SZ,yahoo,Asia/Shanghai,3d,85.04,84.01517492383327,-0.0120510944986681,-1.024825076166735,2026-02-16 04:49 +0800,2026-02-15 20:49 UTC,85.04,-0.0772661190041167,-0.0120510944986681,0.0531639300067804,eastmoney_quote:0.000408,baseline_momentum_quantile,25.61760696662822,0.0274649821477616,0.5422561091194373,-0.0540600726124853,0.0258877669785483,-0.0294155562136162,market_cap_log,earnings_yield_1_over_trailing_pe,proxy_return_90d,133531997354.8,1211.0,0.078386605783866,2026-02-10 20:49:39 UTC,True,True,True,True,True,False,True,False,18.0,15.0,20.0,16.0,69.0,49.0,2,False,Retired,Remove,predicted_change_non_positive;missing_rate_too_high,,,,,,,,,,low,False,True,nan,,,,,cash,0.1304300490108972,49.0,0.1814748848084843,Flat,0.0,0.0,-0.0140510944986681,-1.1949050761667352,0.002,0.1304300490108971,0.1814748848084843,0.6370502303830314,0.49,1.0,False,short_disallowed,model,True,,,,,,,,,,,,,,,,,,,
