branch,horizon,p_up_long,p_up_short,trades,mean_ret_per_bar,total_return_proxy,win_rate
hourly,1,0.52,0.48,981,-0.00025405149531128963,-2.0029419890342073,0.05720446473871131
hourly,1,0.55,0.45,0,0.0,0.0,0.0
hourly,1,0.58,0.42,0,0.0,0.0,0.0
hourly,2,0.52,0.48,2684,-0.0001476825219225144,-1.1643290028371036,0.17009132420091325
hourly,2,0.55,0.45,5,-4.2438679569911085e-06,-0.033458654972917896,0.0002536783358701167
hourly,2,0.58,0.42,0,0.0,0.0,0.0
hourly,4,0.52,0.48,5400,0.0004873183567056284,3.842017924267174,0.3519786910197869
hourly,4,0.55,0.45,508,-0.00010693490934101796,-0.8430748252445857,0.032343987823439876
hourly,4,0.58,0.42,0,0.0,0.0,0.0
daily,1,0.52,0.48,256,-0.0005292065739951041,-0.17410896284438926,0.3617021276595745
daily,1,0.55,0.45,115,-0.0006241797801901229,-0.20535514768255042,0.15501519756838905
daily,1,0.58,0.42,60,-0.00031162154316897523,-0.10252348770259284,0.07598784194528875
daily,3,0.52,0.48,215,-0.000992932540994644,-0.3266748059872379,0.3221884498480243
daily,3,0.55,0.45,45,-0.0003795271097519619,-0.12486441910839546,0.057750759878419454
daily,3,0.58,0.42,23,-6.114708181608299e-05,-0.020117389917491305,0.0364741641337386
daily,7,0.52,0.48,77,-0.0012850836994916187,-0.42279253713274256,0.1033434650455927
daily,7,0.55,0.45,49,-0.0018075073314969502,-0.5946699120624966,0.0486322188449848
daily,7,0.58,0.42,36,-0.0015726613102427828,-0.5174055710698755,0.030395136778115502
